Rata_Die,Date,Original,Quantized,Avg030,Avg060,Avg090,Avg180,Avg365
733103,2008-03-02,50.7,33.0,33.0,23.33,26.66,34.83,47.8
733104,2008-03-03,48.3,12.0,32.3,23.32,26.41,34.61,47.71
733105,2008-03-04,48.3,12.0,31.6,23.3,26.17,34.38,47.61
733106,2008-03-05,48.3,12.0,30.9,23.28,25.92,34.16,47.52
733107,2008-03-06,48.3,12.0,30.2,23.27,25.68,33.94,47.42
733108,2008-03-07,48.3,12.0,29.5,23.25,25.43,33.72,47.32
733109,2008-03-08,48.3,12.0,28.8,23.23,25.19,33.49,47.23
733110,2008-03-09,48.3,12.0,28.1,23.22,24.94,33.27,47.13
733111,2008-03-10,48.3,12.0,27.4,23.2,24.7,33.05,47.04
733112,2008-03-11,48.3,12.0,26.7,23.18,24.46,32.83,46.94
733113,2008-03-12,48.3,12.0,26.0,23.17,24.21,32.61,46.84
733114,2008-03-13,48.3,12.0,25.3,23.15,23.97,32.38,46.75
733115,2008-03-14,48.3,12.0,24.6,23.13,23.72,32.16,46.65
733116,2008-03-15,48.3,12.0,23.9,23.12,23.48,31.94,46.56
733117,2008-03-16,48.3,12.0,23.2,23.1,23.23,31.72,46.46
733118,2008-03-17,48.3,12.0,22.5,23.08,22.99,31.49,46.36
733119,2008-03-18,48.3,12.0,21.8,23.07,22.74,31.27,46.27
733120,2008-03-19,48.3,12.0,21.1,23.05,22.5,31.05,46.17
733121,2008-03-20,48.3,12.0,20.4,23.03,22.26,30.83,46.08
733122,2008-03-21,48.3,12.0,19.7,23.02,22.01,30.61,45.98
733123,2008-03-22,48.3,12.0,19.0,23.0,21.77,30.38,45.88
733124,2008-03-23,48.3,12.0,18.3,22.98,21.52,30.16,45.79
733125,2008-03-24,48.3,12.0,17.6,22.97,21.28,29.94,45.69
733126,2008-03-25,48.3,12.0,16.9,22.95,21.03,29.72,45.6
733127,2008-03-26,48.3,12.0,16.2,22.93,20.79,29.49,45.5
733128,2008-03-27,48.3,12.0,15.5,22.92,20.54,29.27,45.41
733129,2008-03-28,48.3,12.0,14.8,22.9,20.3,29.05,45.31
733130,2008-03-29,48.3,12.0,14.1,22.88,20.06,28.87,45.21
733131,2008-03-30,48.3,12.0,13.4,22.87,19.81,28.69,45.12
733132,2008-03-31,48.3,12.0,12.7,22.85,19.57,28.52,45.02
733133,2008-04-01,48.6,14.0,12.07,22.53,19.58,28.35,44.96
733134,2008-04-02,48.6,14.0,12.13,22.22,19.59,28.18,44.91
733135,2008-04-03,48.6,14.0,12.2,21.9,19.6,28.02,44.85
733136,2008-04-04,48.6,14.0,12.27,21.58,19.61,27.85,44.79
733137,2008-04-05,48.6,14.0,12.33,21.27,19.62,27.68,44.73
733138,2008-04-06,48.6,14.0,12.4,20.95,19.63,27.52,44.68
733139,2008-04-07,48.6,14.0,12.47,20.63,19.64,27.35,44.62
733140,2008-04-08,48.6,14.0,12.53,20.32,19.66,27.18,44.56
733141,2008-04-09,48.6,14.0,12.6,20.0,19.67,27.02,44.5
733142,2008-04-10,48.6,14.0,12.67,19.68,19.68,26.85,44.45
733143,2008-04-11,48.6,14.0,12.73,19.37,19.69,26.68,44.39
733144,2008-04-12,48.6,14.0,12.8,19.05,19.7,26.52,44.33
733145,2008-04-13,48.6,14.0,12.87,18.73,19.71,26.35,44.27
733146,2008-04-14,48.6,14.0,12.93,18.42,19.72,26.18,44.22
733147,2008-04-15,48.6,14.0,13.0,18.1,19.73,26.02,44.16
733148,2008-04-16,48.6,14.0,13.07,17.78,19.74,25.85,44.1
733149,2008-04-17,48.6,14.0,13.13,17.47,19.76,25.68,44.04
733150,2008-04-18,48.6,14.0,13.2,17.15,19.77,25.52,43.99
733151,2008-04-19,48.6,14.0,13.27,16.83,19.78,25.35,43.93
733152,2008-04-20,48.6,14.0,13.33,16.52,19.79,25.18,43.87
733153,2008-04-21,48.6,14.0,13.4,16.2,19.8,25.02,43.81
733154,2008-04-22,48.6,14.0,13.47,15.88,19.81,24.85,43.76
733155,2008-04-23,48.6,14.0,13.53,15.57,19.82,24.68,43.7
733156,2008-04-24,48.6,14.0,13.6,15.25,19.83,24.52,43.64
733157,2008-04-25,48.6,14.0,13.67,14.93,19.84,24.35,43.58
733158,2008-04-26,48.6,14.0,13.73,14.62,19.86,24.18,43.53
733159,2008-04-27,48.6,14.0,13.8,14.3,19.87,24.02,43.47
733160,2008-04-28,48.6,14.0,13.87,13.98,19.88,23.85,43.41
733161,2008-04-29,48.6,14.0,13.93,13.67,19.89,23.73,43.35
733162,2008-04-30,48.6,14.0,14.0,13.35,19.9,23.62,43.21
733163,2008-05-01,48.6,14.0,14.0,13.03,19.69,23.5,43.06
733164,2008-05-02,48.6,14.0,14.0,13.07,19.48,23.38,42.91
733165,2008-05-03,48.6,14.0,14.0,13.1,19.27,23.27,42.76
733166,2008-05-04,48.6,14.0,14.0,13.13,19.06,23.15,42.61
733167,2008-05-05,48.6,14.0,14.0,13.17,18.84,23.03,42.47
733168,2008-05-06,48.6,14.0,14.0,13.2,18.63,22.92,42.32
733169,2008-05-07,48.6,14.0,14.0,13.23,18.42,22.8,42.17
733170,2008-05-08,48.6,14.0,14.0,13.27,18.21,22.68,42.02
733171,2008-05-09,48.6,14.0,14.0,13.3,18.0,22.57,41.87
733172,2008-05-10,48.6,14.0,14.0,13.33,17.79,22.45,41.73
733173,2008-05-11,48.6,14.0,14.0,13.37,17.58,22.33,41.58
733174,2008-05-12,48.6,14.0,14.0,13.4,17.37,22.22,41.43
733175,2008-05-13,48.6,14.0,14.0,13.43,17.16,22.1,41.28
733176,2008-05-14,48.6,14.0,14.0,13.47,16.94,21.98,41.13
733177,2008-05-15,48.6,14.0,14.0,13.5,16.73,21.87,40.99
733178,2008-05-16,48.6,14.0,14.0,13.53,16.52,21.75,40.84
733179,2008-05-17,48.6,14.0,14.0,13.57,16.31,21.63,40.69
733180,2008-05-18,48.6,14.0,14.0,13.6,16.1,21.52,40.54
733181,2008-05-19,48.6,14.0,14.0,13.63,15.89,21.4,40.39
733182,2008-05-20,48.6,14.0,14.0,13.67,15.68,21.28,40.25
733183,2008-05-21,48.6,14.0,14.0,13.7,15.47,21.17,40.1
733184,2008-05-22,48.6,14.0,14.0,13.73,15.26,21.05,39.95
733185,2008-05-23,48.6,14.0,14.0,13.77,15.04,20.93,39.8
733186,2008-05-24,48.6,14.0,14.0,13.8,14.83,20.82,39.65
733187,2008-05-25,48.6,14.0,14.0,13.83,14.62,20.7,39.51
733188,2008-05-26,48.6,14.0,14.0,13.87,14.41,20.58,39.36
733189,2008-05-27,48.6,14.0,14.0,13.9,14.2,20.47,39.21
733190,2008-05-28,48.6,14.0,14.0,13.93,13.99,20.35,39.06
733191,2008-05-29,48.6,14.0,14.0,13.97,13.78,20.23,38.92
733192,2008-05-30,48.6,14.0,14.0,14.0,13.57,20.12,38.77
733193,2008-05-31,48.6,14.0,14.0,14.0,13.36,20.01,38.61
733194,2008-06-01,48.6,14.0,14.0,14.0,13.38,19.89,38.45
733195,2008-06-02,49.6,23.0,14.3,14.15,13.5,19.83,38.32
733196,2008-06-03,49.6,23.0,14.6,14.3,13.62,19.77,38.19
733197,2008-06-04,49.6,23.0,14.9,14.45,13.74,19.71,38.06
733198,2008-06-05,49.6,23.0,15.2,14.6,13.87,19.65,37.93
733199,2008-06-06,49.6,23.0,15.5,14.75,13.99,19.59,37.8
733200,2008-06-07,49.6,23.0,15.8,14.9,14.11,19.53,37.67
733201,2008-06-08,49.6,23.0,16.1,15.05,14.23,19.47,37.53
733202,2008-06-09,49.6,23.0,16.4,15.2,14.36,19.41,37.4
733203,2008-06-10,49.6,23.0,16.7,15.35,14.48,19.34,37.27
733204,2008-06-11,49.6,23.0,17.0,15.5,14.6,19.28,37.14
733205,2008-06-12,49.6,23.0,17.3,15.65,14.72,19.22,37.01
733206,2008-06-13,49.6,23.0,17.6,15.8,14.84,19.16,36.88
733207,2008-06-14,49.6,23.0,17.9,15.95,14.97,19.1,36.75
733208,2008-06-15,49.6,23.0,18.2,16.1,15.09,19.04,36.61
733209,2008-06-16,49.6,23.0,18.5,16.25,15.21,18.98,36.48
733210,2008-06-17,49.6,23.0,18.8,16.4,15.33,18.92,36.35
733211,2008-06-18,49.6,23.0,19.1,16.55,15.46,18.86,36.22
733212,2008-06-19,49.6,23.0,19.4,16.7,15.58,18.79,36.09
733213,2008-06-20,49.6,23.0,19.7,16.85,15.7,18.73,35.96
733214,2008-06-21,49.6,23.0,20.0,17.0,15.82,18.67,35.82
733215,2008-06-22,49.6,23.0,20.3,17.15,15.94,18.61,35.69
733216,2008-06-23,49.6,23.0,20.6,17.3,16.07,18.55,35.56
733217,2008-06-24,49.6,23.0,20.9,17.45,16.19,18.49,35.43
733218,2008-06-25,49.6,23.0,21.2,17.6,16.31,18.43,35.3
733219,2008-06-26,49.6,23.0,21.5,17.75,16.43,18.37,35.17
733220,2008-06-27,49.6,23.0,21.8,17.9,16.56,18.31,35.04
733221,2008-06-28,49.6,23.0,22.1,18.05,16.68,18.24,34.9
733222,2008-06-29,49.6,23.0,22.4,18.2,16.8,18.18,34.77
733223,2008-06-30,49.6,23.0,22.7,18.35,16.9,18.24,34.64
733224,2008-07-01,50.2,29.0,23.2,18.6,17.07,18.33,34.5
733225,2008-07-02,50.2,29.0,23.4,18.85,17.23,18.42,34.36
733226,2008-07-03,50.2,29.0,23.6,19.1,17.4,18.51,34.22
733227,2008-07-04,50.2,29.0,23.8,19.35,17.57,18.59,34.08
733228,2008-07-05,50.2,29.0,24.0,19.6,17.73,18.68,33.94
733229,2008-07-06,50.2,29.0,24.2,19.85,17.9,18.77,33.8
733230,2008-07-07,50.2,29.0,24.4,20.1,18.07,18.86,33.66
733231,2008-07-08,50.2,29.0,24.6,20.35,18.23,18.95,33.52
733232,2008-07-09,50.2,29.0,24.8,20.6,18.4,19.04,33.38
733233,2008-07-10,50.2,29.0,25.0,20.85,18.57,19.13,33.24
733234,2008-07-11,50.2,29.0,25.2,21.1,18.73,19.22,33.1
733235,2008-07-12,50.2,29.0,25.4,21.35,18.9,19.31,32.96
733236,2008-07-13,50.2,29.0,25.6,21.6,19.07,19.39,32.82
733237,2008-07-14,50.2,29.0,25.8,21.85,19.23,19.48,32.68
733238,2008-07-15,50.2,29.0,26.0,22.1,19.4,19.57,32.55
733239,2008-07-16,50.2,29.0,26.2,22.35,19.57,19.66,32.41
733240,2008-07-17,50.2,29.0,26.4,22.6,19.73,19.75,32.27
733241,2008-07-18,50.2,29.0,26.6,22.85,19.9,19.84,32.13
733242,2008-07-19,50.2,29.0,26.8,23.1,20.07,19.93,31.99
733243,2008-07-20,50.2,29.0,27.0,23.35,20.23,20.02,31.85
733244,2008-07-21,50.2,29.0,27.2,23.6,20.4,20.11,31.71
733245,2008-07-22,50.2,29.0,27.4,23.85,20.57,20.19,31.57
733246,2008-07-23,50.2,29.0,27.6,24.1,20.73,20.28,31.43
733247,2008-07-24,50.2,29.0,27.8,24.35,20.9,20.37,31.29
733248,2008-07-25,50.2,29.0,28.0,24.6,21.07,20.46,31.15
733249,2008-07-26,50.2,29.0,28.2,24.85,21.23,20.55,31.01
733250,2008-07-27,50.2,29.0,28.4,25.1,21.4,20.64,30.87
733251,2008-07-28,50.2,29.0,28.6,25.35,21.57,20.73,30.73
733252,2008-07-29,50.2,29.0,28.8,25.6,21.73,20.82,30.59
733253,2008-07-30,50.2,29.0,29.0,25.85,21.9,20.79,30.45
733254,2008-07-31,50.2,29.0,29.0,26.1,22.07,20.77,30.36
733255,2008-08-01,50.0,27.0,28.93,26.17,22.21,20.74,30.27
733256,2008-08-02,50.0,27.0,28.87,26.23,22.36,20.71,30.18
733257,2008-08-03,50.0,27.0,28.8,26.3,22.5,20.67,30.09
733258,2008-08-04,50.0,27.0,28.73,26.37,22.64,20.64,30.0
733259,2008-08-05,50.0,27.0,28.67,26.43,22.79,20.61,29.91
733260,2008-08-06,50.0,27.0,28.6,26.5,22.93,20.57,29.82
733261,2008-08-07,50.0,27.0,28.53,26.57,23.08,20.54,29.73
733262,2008-08-08,50.0,27.0,28.47,26.63,23.22,20.51,29.64
733263,2008-08-09,50.0,27.0,28.4,26.7,23.37,20.47,29.55
733264,2008-08-10,50.0,27.0,28.33,26.77,23.51,20.44,29.46
733265,2008-08-11,50.0,27.0,28.27,26.83,23.66,20.41,29.37
733266,2008-08-12,50.0,27.0,28.2,26.9,23.8,20.37,29.28
733267,2008-08-13,50.0,27.0,28.13,26.97,23.94,20.34,29.19
733268,2008-08-14,50.0,27.0,28.07,27.03,24.09,20.31,29.1
733269,2008-08-15,50.0,27.0,28.0,27.1,24.23,20.27,29.01
733270,2008-08-16,50.0,27.0,27.93,27.17,24.38,20.24,28.92
733271,2008-08-17,50.0,27.0,27.87,27.23,24.52,20.21,28.83
733272,2008-08-18,50.0,27.0,27.8,27.3,24.67,20.17,28.74
733273,2008-08-19,50.0,27.0,27.73,27.37,24.81,20.14,28.65
733274,2008-08-20,50.0,27.0,27.67,27.43,24.96,20.11,28.56
733275,2008-08-21,50.0,27.0,27.6,27.5,25.1,20.07,28.47
733276,2008-08-22,50.0,27.0,27.53,27.57,25.24,20.04,28.38
733277,2008-08-23,50.0,27.0,27.47,27.63,25.39,20.01,28.28
733278,2008-08-24,50.0,27.0,27.4,27.7,25.53,19.97,28.19
733279,2008-08-25,50.0,27.0,27.33,27.77,25.68,19.94,28.1
733280,2008-08-26,50.0,27.0,27.27,27.83,25.82,19.91,28.01
733281,2008-08-27,50.0,27.0,27.2,27.9,25.97,19.87,27.92
733282,2008-08-28,50.0,27.0,27.13,27.97,26.11,19.84,27.83
733283,2008-08-29,50.0,27.0,27.07,28.03,26.26,19.81,27.74
733284,2008-08-30,50.0,27.0,27.0,28.0,26.4,19.89,27.65
733285,2008-08-31,50.0,27.0,27.0,27.97,26.44,19.97,27.56
733286,2008-09-01,50.0,27.0,27.0,27.93,26.49,20.06,27.47
733287,2008-09-02,49.9,26.0,26.97,27.88,26.52,20.13,27.38
733288,2008-09-03,49.9,26.0,26.93,27.83,26.56,20.21,27.31
733289,2008-09-04,49.9,26.0,26.9,27.78,26.59,20.29,27.24
733290,2008-09-05,49.9,26.0,26.87,27.73,26.62,20.37,27.16
733291,2008-09-06,49.9,26.0,26.83,27.68,26.66,20.44,27.09
733292,2008-09-07,49.9,26.0,26.8,27.63,26.69,20.52,27.02
733293,2008-09-08,49.9,26.0,26.77,27.58,26.72,20.6,26.95
733294,2008-09-09,49.9,26.0,26.73,27.53,26.76,20.68,26.88
733295,2008-09-10,49.9,26.0,26.7,27.48,26.79,20.76,26.81
733296,2008-09-11,49.9,26.0,26.67,27.43,26.82,20.83,26.74
733297,2008-09-12,49.9,26.0,26.63,27.38,26.86,20.91,26.67
733298,2008-09-13,49.9,26.0,26.6,27.33,26.89,20.99,26.59
733299,2008-09-14,49.9,26.0,26.57,27.28,26.92,21.07,26.52
733300,2008-09-15,49.9,26.0,26.53,27.23,26.96,21.14,26.45
733301,2008-09-16,49.9,26.0,26.5,27.18,26.99,21.22,26.38
733302,2008-09-17,49.9,26.0,26.47,27.13,27.02,21.3,26.31
733303,2008-09-18,49.9,26.0,26.43,27.08,27.06,21.38,26.24
733304,2008-09-19,49.9,26.0,26.4,27.03,27.09,21.46,26.17
733305,2008-09-20,49.9,26.0,26.37,26.98,27.12,21.53,26.1
733306,2008-09-21,49.9,26.0,26.33,26.93,27.16,21.61,26.02
733307,2008-09-22,49.9,26.0,26.3,26.88,27.19,21.69,25.95
733308,2008-09-23,49.9,26.0,26.27,26.83,27.22,21.77,25.88
733309,2008-09-24,49.9,26.0,26.23,26.78,27.26,21.84,25.81
733310,2008-09-25,49.9,26.0,26.2,26.73,27.29,21.92,25.74
733311,2008-09-26,49.9,26.0,26.17,26.68,27.32,22.0,25.67
733312,2008-09-27,49.9,26.0,26.13,26.63,27.36,22.08,25.6
733313,2008-09-28,49.9,26.0,26.1,26.58,27.39,22.14,25.53
733314,2008-09-29,49.9,26.0,26.07,26.53,27.36,22.21,25.45
733315,2008-09-30,49.9,26.0,26.03,26.52,27.32,22.28,25.41
733316,2008-10-01,43.5,-30.0,24.13,25.57,26.67,22.03,25.2
733317,2008-10-02,43.5,-30.0,22.27,24.62,26.01,21.79,25.0
733318,2008-10-03,43.5,-30.0,20.4,23.67,25.36,21.54,24.8
733319,2008-10-04,43.5,-30.0,18.53,22.72,24.7,21.3,24.59
733320,2008-10-05,43.5,-30.0,16.67,21.77,24.04,21.06,24.39
733321,2008-10-06,43.5,-30.0,14.8,20.82,23.39,20.81,24.19
733322,2008-10-07,43.5,-30.0,12.93,19.87,22.73,20.57,23.99
733323,2008-10-08,43.5,-30.0,11.07,18.92,22.08,20.32,23.78
733324,2008-10-09,43.5,-30.0,9.2,17.97,21.42,20.08,23.58
733325,2008-10-10,43.5,-30.0,7.33,17.02,20.77,19.83,23.38
733326,2008-10-11,43.5,-30.0,5.47,16.07,20.11,19.59,23.18
733327,2008-10-12,43.5,-30.0,3.6,15.12,19.46,19.34,22.97
733328,2008-10-13,43.5,-30.0,1.73,14.17,18.8,19.1,22.77
733329,2008-10-14,43.5,-30.0,-0.13,13.22,18.14,18.86,22.57
733330,2008-10-15,43.5,-30.0,-2.0,12.27,17.49,18.61,22.36
733331,2008-10-16,43.5,-30.0,-3.87,11.32,16.83,18.37,22.16
733332,2008-10-17,43.5,-30.0,-5.73,10.37,16.18,18.12,21.96
733333,2008-10-18,43.5,-30.0,-7.6,9.42,15.52,17.88,21.76
733334,2008-10-19,43.5,-30.0,-9.47,8.47,14.87,17.63,21.55
733335,2008-10-20,43.5,-30.0,-11.33,7.52,14.21,17.39,21.35
733336,2008-10-21,43.5,-30.0,-13.2,6.57,13.56,17.14,21.15
733337,2008-10-22,43.5,-30.0,-15.07,5.62,12.9,16.9,20.95
733338,2008-10-23,43.5,-30.0,-16.93,4.67,12.24,16.66,20.74
733339,2008-10-24,43.5,-30.0,-18.8,3.72,11.59,16.41,20.54
733340,2008-10-25,43.5,-30.0,-20.67,2.77,10.93,16.17,20.34
733341,2008-10-26,43.5,-30.0,-22.53,1.82,10.28,15.92,20.13
733342,2008-10-27,43.5,-30.0,-24.4,0.87,9.62,15.68,19.93
733343,2008-10-28,43.5,-30.0,-26.27,-0.08,8.97,15.43,19.73
733344,2008-10-29,43.5,-30.0,-28.13,-1.03,8.31,15.19,19.53
733345,2008-10-30,43.5,-30.0,-30.0,-1.98,7.68,14.94,19.32
733346,2008-10-31,43.5,-30.0,-30.0,-2.93,7.04,14.7,19.15
733347,2008-11-01,43.5,-30.0,-30.0,-3.87,6.41,14.46,18.97
733348,2008-11-02,43.5,-30.0,-30.0,-4.8,5.78,14.21,18.79
733349,2008-11-03,38.9,-71.0,-31.37,-6.42,4.69,13.74,18.5
733350,2008-11-04,38.9,-71.0,-32.73,-8.03,3.6,13.27,18.21
733351,2008-11-05,38.9,-71.0,-34.1,-9.65,2.51,12.79,17.92
733352,2008-11-06,38.9,-71.0,-35.47,-11.27,1.42,12.32,17.63
733353,2008-11-07,38.9,-71.0,-36.83,-12.88,0.33,11.85,17.34
733354,2008-11-08,38.9,-71.0,-38.2,-14.5,-0.76,11.38,17.05
733355,2008-11-09,38.9,-71.0,-39.57,-16.12,-1.84,10.91,16.76
733356,2008-11-10,38.9,-71.0,-40.93,-17.73,-2.93,10.43,16.47
733357,2008-11-11,38.9,-71.0,-42.3,-19.35,-4.02,9.96,16.18
733358,2008-11-12,38.9,-71.0,-43.67,-20.97,-5.11,9.49,15.88
733359,2008-11-13,38.9,-71.0,-45.03,-22.58,-6.2,9.02,15.59
733360,2008-11-14,38.9,-71.0,-46.4,-24.2,-7.29,8.54,15.3
733361,2008-11-15,38.9,-71.0,-47.77,-25.82,-8.38,8.07,15.01
733362,2008-11-16,38.9,-71.0,-49.13,-27.43,-9.47,7.6,14.72
733363,2008-11-17,38.9,-71.0,-50.5,-29.05,-10.56,7.13,14.43
733364,2008-11-18,38.9,-71.0,-51.87,-30.67,-11.64,6.66,14.14
733365,2008-11-19,38.9,-71.0,-53.23,-32.28,-12.73,6.18,13.85
733366,2008-11-20,38.9,-71.0,-54.6,-33.9,-13.82,5.71,13.56
733367,2008-11-21,38.9,-71.0,-55.97,-35.52,-14.91,5.24,13.27
733368,2008-11-22,38.9,-71.0,-57.33,-37.13,-16.0,4.77,12.98
733369,2008-11-23,38.9,-71.0,-58.7,-38.75,-17.09,4.29,12.69
733370,2008-11-24,38.9,-71.0,-60.07,-40.37,-18.18,3.82,12.4
733371,2008-11-25,38.9,-71.0,-61.43,-41.98,-19.27,3.35,12.11
733372,2008-11-26,38.9,-71.0,-62.8,-43.6,-20.36,2.88,11.82
733373,2008-11-27,38.9,-71.0,-64.17,-45.22,-21.44,2.41,11.53
733374,2008-11-28,38.9,-71.0,-65.53,-46.83,-22.53,1.93,11.24
733375,2008-11-29,38.9,-71.0,-66.9,-48.45,-23.62,1.41,10.95
733376,2008-11-30,38.9,-71.0,-68.27,-49.13,-24.71,0.89,10.66
733377,2008-12-01,36.2,-95.0,-70.43,-50.22,-26.06,0.23,10.3
733378,2008-12-02,36.2,-95.0,-72.6,-51.3,-27.4,-0.42,9.95
733379,2008-12-03,36.2,-95.0,-73.4,-52.38,-28.74,-1.08,9.59
733380,2008-12-04,36.2,-95.0,-74.2,-53.47,-30.09,-1.73,9.24
733381,2008-12-05,36.2,-95.0,-75.0,-54.55,-31.43,-2.39,8.89
733382,2008-12-06,36.2,-95.0,-75.8,-55.63,-32.78,-3.04,8.53
733383,2008-12-07,36.2,-95.0,-76.6,-56.72,-34.12,-3.7,8.18
733384,2008-12-08,36.2,-95.0,-77.4,-57.8,-35.47,-4.36,7.83
733385,2008-12-09,36.2,-95.0,-78.2,-58.88,-36.81,-5.01,7.47
733386,2008-12-10,36.2,-95.0,-79.0,-59.97,-38.16,-5.67,7.12
733387,2008-12-11,36.2,-95.0,-79.8,-61.05,-39.5,-6.32,6.77
733388,2008-12-12,36.2,-95.0,-80.6,-62.13,-40.84,-6.98,6.41
733389,2008-12-13,36.2,-95.0,-81.4,-63.22,-42.19,-7.63,6.06
733390,2008-12-14,36.2,-95.0,-82.2,-64.3,-43.53,-8.29,5.71
733391,2008-12-15,36.2,-95.0,-83.0,-65.38,-44.88,-8.94,5.35
733392,2008-12-16,36.2,-95.0,-83.8,-66.47,-46.22,-9.6,5.0
733393,2008-12-17,36.2,-95.0,-84.6,-67.55,-47.57,-10.26,4.65
733394,2008-12-18,36.2,-95.0,-85.4,-68.63,-48.91,-10.91,4.29
733395,2008-12-19,36.2,-95.0,-86.2,-69.72,-50.26,-11.57,3.94
733396,2008-12-20,36.2,-95.0,-87.0,-70.8,-51.6,-12.22,3.59
733397,2008-12-21,36.2,-95.0,-87.8,-71.88,-52.94,-12.88,3.23
733398,2008-12-22,36.2,-95.0,-88.6,-72.97,-54.29,-13.53,2.88
733399,2008-12-23,36.2,-95.0,-89.4,-74.05,-55.63,-14.19,2.53
733400,2008-12-24,36.2,-95.0,-90.2,-75.13,-56.98,-14.84,2.17
733401,2008-12-25,36.2,-95.0,-91.0,-76.22,-58.32,-15.5,1.82
733402,2008-12-26,36.2,-95.0,-91.8,-77.3,-59.67,-16.16,1.47
733403,2008-12-27,36.2,-95.0,-92.6,-78.38,-61.01,-16.81,1.11
733404,2008-12-28,36.2,-95.0,-93.4,-79.47,-62.36,-17.5,0.76
733405,2008-12-29,36.2,-95.0,-94.2,-80.55,-63.7,-18.19,0.41
733406,2008-12-30,36.2,-95.0,-95.0,-81.63,-64.42,-18.88,0.05
733407,2008-12-31,36.2,-95.0,-95.0,-82.72,-65.14,-19.57,-0.3
733408,2009-01-01,36.2,-95.0,-95.0,-83.8,-65.87,-20.26,-0.6
733409,2009-01-02,32.4,-128.0,-96.1,-84.75,-66.96,-21.13,-0.98
733410,2009-01-03,32.4,-128.0,-97.2,-85.7,-68.04,-22.0,-1.37
733411,2009-01-04,32.4,-128.0,-98.3,-86.65,-69.13,-22.87,-1.76
733412,2009-01-05,32.4,-128.0,-99.4,-87.6,-70.22,-23.74,-2.14
733413,2009-01-06,32.4,-128.0,-100.5,-88.55,-71.31,-24.62,-2.53
733414,2009-01-07,32.4,-128.0,-101.6,-89.5,-72.4,-25.49,-2.92
733415,2009-01-08,32.4,-128.0,-102.7,-90.45,-73.49,-26.36,-3.3
733416,2009-01-09,32.4,-128.0,-103.8,-91.4,-74.58,-27.23,-3.69
733417,2009-01-10,32.4,-128.0,-104.9,-92.35,-75.67,-28.11,-4.07
733418,2009-01-11,32.4,-128.0,-106.0,-93.3,-76.76,-28.98,-4.46
733419,2009-01-12,32.4,-128.0,-107.1,-94.25,-77.84,-29.85,-4.85
733420,2009-01-13,32.4,-128.0,-108.2,-95.2,-78.93,-30.72,-5.23
733421,2009-01-14,32.4,-128.0,-109.3,-96.15,-80.02,-31.59,-5.62
733422,2009-01-15,32.4,-128.0,-110.4,-97.1,-81.11,-32.47,-6.01
733423,2009-01-16,32.4,-128.0,-111.5,-98.05,-82.2,-33.34,-6.39
733424,2009-01-17,32.4,-128.0,-112.6,-99.0,-83.29,-34.21,-6.78
733425,2009-01-18,32.4,-128.0,-113.7,-99.95,-84.38,-35.08,-7.16
733426,2009-01-19,32.4,-128.0,-114.8,-100.9,-85.47,-35.96,-7.55
733427,2009-01-20,32.4,-128.0,-115.9,-101.85,-86.56,-36.83,-7.94
733428,2009-01-21,32.4,-128.0,-117.0,-102.8,-87.64,-37.7,-8.32
733429,2009-01-22,32.4,-128.0,-118.1,-103.75,-88.73,-38.57,-8.71
733430,2009-01-23,32.4,-128.0,-119.2,-104.7,-89.82,-39.44,-9.1
733431,2009-01-24,32.4,-128.0,-120.3,-105.65,-90.91,-40.32,-9.48
733432,2009-01-25,32.4,-128.0,-121.4,-106.6,-92.0,-41.19,-9.87
733433,2009-01-26,32.4,-128.0,-122.5,-107.55,-93.09,-42.06,-10.25
733434,2009-01-27,32.4,-128.0,-123.6,-108.5,-94.18,-42.93,-10.64
733435,2009-01-28,32.4,-128.0,-124.7,-109.45,-95.27,-43.79,-11.03
733436,2009-01-29,32.4,-128.0,-125.8,-110.4,-96.36,-44.66,-11.41
733437,2009-01-30,32.4,-128.0,-126.9,-110.95,-97.44,-45.52,-11.8
733438,2009-01-31,32.4,-128.0,-128.0,-111.5,-98.53,-46.38,-12.24
733439,2009-02-01,32.4,-128.0,-128.0,-112.05,-99.17,-47.24,-12.68
733440,2009-02-02,35.6,-100.0,-127.07,-112.13,-99.49,-47.94,-13.05
733441,2009-02-03,35.6,-100.0,-126.13,-112.22,-99.81,-48.65,-13.41
733442,2009-02-04,35.6,-100.0,-125.2,-112.3,-100.13,-49.36,-13.78
733443,2009-02-05,35.6,-100.0,-124.27,-112.38,-100.46,-50.06,-14.14
733444,2009-02-06,35.6,-100.0,-123.33,-112.47,-100.78,-50.77,-14.5
733445,2009-02-07,35.6,-100.0,-122.4,-112.55,-101.1,-51.47,-14.87
733446,2009-02-08,35.6,-100.0,-121.47,-112.63,-101.42,-52.18,-15.23
733447,2009-02-09,35.6,-100.0,-120.53,-112.72,-101.74,-52.88,-15.6
733448,2009-02-10,35.6,-100.0,-119.6,-112.8,-102.07,-53.59,-15.96
733449,2009-02-11,35.6,-100.0,-118.67,-112.88,-102.39,-54.29,-16.33
733450,2009-02-12,35.6,-100.0,-117.73,-112.97,-102.71,-55.0,-16.69
733451,2009-02-13,35.6,-100.0,-116.8,-113.05,-103.03,-55.71,-17.05
733452,2009-02-14,35.6,-100.0,-115.87,-113.13,-103.36,-56.41,-17.42
733453,2009-02-15,35.6,-100.0,-114.93,-113.22,-103.68,-57.12,-17.78
